0 1:-2.1237	2:-2.7127	3:-0.31581	4:-0.40339	
1 1:-44.7089	2:-14.0339	3:763.586	4:239.6865	
1 1:211.5519	2:759.6215	3:211.4124	4:759.1206	
1 1:511.5105	2:0.97745	3:-10.9306	4:-0.020888	
1 1:-38.6163	2:-30.3173	3:-41.3961	4:-32.4997	
1 1:0.98742	2:633.2839	3:0.98739	4:633.2653	
1 1:0.99928	2:632.415	3:0.00051386	4:0.32521	
1 1:-736.6073	2:-655.698	3:0.15306	4:0.13625	
1 1:-34.5177	2:-31.9104	3:-35.3941	4:-32.7206	
1 1:-9.6913	2:-7.7498	3:-10.6304	4:-8.5008	
1 1:-6.5714	2:-4.0477	3:-6.9947	4:-4.3085	
1 1:-9.3113	2:-67.798	3:-8.854	4:-64.4684	
1 1:-802.1669	2:-0.99701	3:-804.0775	4:-0.99938	
1 1:-48.1377	2:-19.3538	3:-48.0809	4:-19.3309	
1 1:-108.3956	2:-21.1814	3:-96.6966	4:-18.8953	
1 1:0.9925	2:0.99183	3:-0.0066818	4:-0.0066773	
1 1:-32.2141	2:-0.049438	3:616.2147	4:0.94569	
1 1:-0.056223	2:-47.1673	3:-0.06036	4:-50.6379	
1 1:-0.051589	2:-43.9063	3:-0.051461	4:-43.7978	
1 1:1935.3153	2:784.6093	3:0.37147	4:0.1506	
1 1:-59.9944	2:-55.3323	3:568.7942	4:524.5936	
1 1:-55.0485	2:-49.2479	3:-53.3135	4:-47.6957	
1 1:-14130.3814	2:-3827.3147	3:-14131.0987	4:-3827.509	
1 1:-16.797	2:-0.025102	3:-16.9032	4:-0.02526	
1 1:-16.7543	2:-4.3283	3:-15.8495	4:-4.0946	
1 1:-24.5843	2:-26.4218	3:-25.1267	4:-27.0048	
1 1:-143.7746	2:-100.0762	3:-141.5762	4:-98.546	
1 1:-3.1828	2:-6.3786	3:-3.628	4:-7.2708	
1 1:-8.0918	2:-4.7316	3:-9.7453	4:-5.6985	
1 1:-16.1542	2:-16.5256	3:-15.7106	4:-16.0718	
1 1:-152.5499	2:-219.722	3:-150.7599	4:-217.1438	
1 1:0.62882	2:0.6722	3:0.98678	4:1.0548	
1 1:-0.62161	2:-0.61012	3:0.84179	4:0.82623	
1 1:0.24475	2:0.10417	3:0.873	4:0.37154	
1 1:-0.0017584	2:-0.93748	3:-0.0021601	4:-1.1516	
1 1:-0.92766	2:-0.000536	3:1728.4811	4:0.9987	
1 1:-1.2492	2:-0.28097	3:0.95903	4:0.2157	
1 1:-61.3834	2:-20.2298	3:-64.5235	4:-21.2646	
1 1:1.2687	2:0.44964	3:0.24132	4:0.085525	
1 1:-119.0607	2:-49.7158	3:-115.4652	4:-48.2145	
1 1:1094.6252	2:889.2657	3:-9.106	4:-7.3977	
1 1:-39.4019	2:-13.9026	3:-42.0358	4:-14.8319	
1 1:-1199.139	2:-799.2161	3:-1198.9155	4:-799.0672	
1 1:-1.4245	2:-0.43783	3:-0.26712	4:-0.0821	
1 1:-14.9839	2:-13.2801	3:-15.1905	4:-13.4632	
1 1:0.013831	2:0.011008	3:-0.006525	4:-0.0051933	
1 1:-48.3068	2:-14.4802	3:-48.1654	4:-14.4379	
1 1:-18.5929	2:-0.0094591	3:-30.5744	4:-0.015555	
1 1:-1698.6059	2:-748.4404	3:-1697.1289	4:-747.7896	
1 1:-0.27165	2:-0.00026749	3:-1.5425	4:-0.0015189	
1 1:-1.1313	2:-0.24311	3:-0.84536	4:-0.18167	
1 1:-32.4855	2:-17.454	3:-31.769	4:-17.0691	
1 1:1.7668	2:0.79233	3:6.3114	4:2.8304	
1 1:-47.6689	2:-12.5651	3:-49.6188	4:-13.0791	
1 1:-29.0843	2:-13.8069	3:-30.6307	4:-14.541	
1 1:-57.5601	2:-42.8517	3:-57.7786	4:-43.0144	
1 1:-2.7371	2:-1.963	3:-2.3249	4:-1.6674	
1 1:-10.0614	2:-11.1666	3:-7.8085	4:-8.6663	
1 1:-29.6373	2:-22.5968	3:-26.4328	4:-20.1535	
1 1:-93.1877	2:-0.067039	3:-92.7947	4:-0.066756	
1 1:-0.016608	2:-0.016614	3:-0.019817	4:-0.019824	
1 1:-2.5429	2:-1.7583	3:893.8689	4:618.0713	
1 1:-0.015435	2:-8.5671	3:-0.015769	4:-8.7525	
1 1:-75.3362	2:-0.047644	3:-76.315	4:-0.048263	
1 1:1.6433	2:0.00095797	3:-1712.3308	4:-0.9982	
1 1:-12.2851	2:-6.1503	3:-12.0932	4:-6.0542	
1 1:-10.5391	2:-4.7283	3:-10.4438	4:-4.6855	
1 1:-612.5439	2:-0.99914	3:-612.5841	4:-0.9992	
1 1:-11.2728	2:-12.5697	3:-13.7776	4:-15.3628	
1 1:-19.4048	2:-0.030278	3:-19.0068	4:-0.029657	
1 1:-7.5565	2:-9.8165	3:-7.3946	4:-9.6062	
1 1:0.71524	2:0.41172	3:0.38332	4:0.22065	
1 1:0.90102	2:0.46699	3:-0.55792	4:-0.28917	
1 1:-4.685	2:-0.007543	3:-4.4784	4:-0.0072103	
1 1:-3644.7785	2:-557.748	3:-3642.3703	4:-557.3794	
1 1:-30.4789	2:-15.4498	3:1222.7159	4:619.7956	
1 1:-11.3271	2:-4.4378	3:-13.3435	4:-5.2278	
1 1:-6.649	2:-8.6973	3:-8.3769	4:-10.9575	
1 1:-5.8258	2:-6.8576	3:-5.466	4:-6.434	
1 1:-31.6055	2:-16.7809	3:-30.4721	4:-16.1792	
1 1:-47.4096	2:-26.0006	3:-46.1459	4:-25.3076	
1 1:826.1443	2:896.4846	3:-0.57221	4:-0.62093	
1 1:-12.2007	2:-7.4065	3:-12.521	4:-7.6009	
1 1:-0.16362	2:-0.13291	3:-0.38793	4:-0.31513	
1 1:-0.33854	2:-0.13466	3:1.856	4:0.73823	
1 1:-0.75912	2:-2.8171	3:-0.35555	4:-1.3195	
1 1:2.5086	2:0.84266	3:3.5501	4:1.1925	
1 1:-208.1203	2:-160.914	3:-208.2282	4:-160.9974	
1 1:2.926	2:0.80476	3:0.92535	4:0.2545	
1 1:-0.65362	2:-0.49413	3:-0.61255	4:-0.46308	
1 1:-2.4794	2:-1.0505	3:0.043977	4:0.018632	
1 1:-7.2105	2:-4.6712	3:-7.6257	4:-4.9402	
1 1:4.1324	2:0.35772	3:-1.3126	4:-0.11362	
1 1:-747.9631	2:-0.999	3:-747.978	4:-0.99902	
1 1:0.95102	2:820.6488	3:0.95022	4:819.954	
1 1:0.62505	2:0.00049446	3:-0.51422	4:-0.00040679	
1 1:-6.06	2:-10.5403	3:-5.8594	4:-10.1913	
1 1:-8.1467	2:-3.7521	3:-8.2041	4:-3.7785	
1 1:-36.5009	2:-39.1314	3:-37.2759	4:-39.9623	
1 1:-17.0968	2:-0.074152	3:213.0465	4:0.92402	
1 1:-41.8591	2:-49.02	3:-43.1979	4:-50.5877	
1 1:-205.6692	2:-114.6678	3:-206.9011	4:-115.3547	
1 1:-11.7153	2:-29.4218	3:-11.9998	4:-30.1364	
1 1:-0.0045696	2:-1.8929	3:-0.0054779	4:-2.2691	
1 1:-64.2874	2:-0.071055	3:-63.3905	4:-0.070063	
1 1:8142.3202	2:1289.8595	3:-407.1415	4:-64.497	
1 1:-72.3784	2:-27.2286	3:-75.8053	4:-28.5178	
1 1:-48.6661	2:-70.5503	3:-47.0656	4:-68.23	
1 1:-18.093	2:-0.068042	3:246.6821	4:0.9277	
1 1:-104.8299	2:-64.287	3:-106.2968	4:-65.1866	
1 1:-36.5007	2:-25.4155	3:-36.5303	4:-25.4362	
1 1:-35.5319	2:-33.2152	3:-38.2193	4:-35.7274	
1 1:2169.5168	2:184.2763	3:-26.3315	4:-2.2366	
1 1:0.15282	2:0.00027752	3:0.75909	4:0.0013785	
1 1:-0.041016	2:-119.0958	3:-0.040949	4:-118.9026	
1 1:-0.0014176	2:-0.90942	3:0.9983	4:640.4099	
1 1:1728.961	2:1906.4221	3:-76.4998	4:-84.3518	
1 1:-54.9756	2:-0.058879	3:874.6406	4:0.93674	
1 1:1.2106	2:0.40286	3:-0.068342	4:-0.022743	
1 1:-0.64521	2:-0.47812	3:0.35449	4:0.26269	
1 1:-6.3197	2:-12.3447	3:-0.16279	4:-0.31798	
1 1:-1.6006	2:-2.9582	3:-0.73637	4:-1.361	
1 1:-50.189	2:-8.7841	3:-49.4882	4:-8.6615	
1 1:-16.416	2:-18.3115	3:-15.7451	4:-17.5631	
1 1:-4.0311	2:-4.8603	3:-4.2316	4:-5.1021	
1 1:-13.5025	2:-65.8619	3:-15.7925	4:-77.032	
1 1:-0.015087	2:-0.015081	3:0.98479	4:0.98438	
1 1:-52.2554	2:-16.3566	3:-50.2531	4:-15.7299	
1 1:-0.13318	2:-31.6441	3:0.86129	4:204.6499	
1 1:-92.1734	2:-66.3026	3:-90.7419	4:-65.2729	
1 1:-25.3145	2:-0.12389	3:-25.2832	4:-0.12374	
1 1:-87.3372	2:-42.5742	3:-85.8211	4:-41.8352	
1 1:-34.7068	2:-37.1219	3:1259.1909	4:1346.814	
1 1:-42.9302	2:-75.1114	3:-42.5346	4:-74.4193	
1 1:-118.7167	2:-27.7085	3:-121.0469	4:-28.2524	
1 1:1742.9521	2:0.97907	3:1743.0948	4:0.97915	
1 1:-12.8484	2:-20.6807	3:-12.8234	4:-20.6403	
1 1:-0.0038801	2:-0.0038811	3:0.99543	4:0.99569	
1 1:838.0002	2:0.99814	3:838.3988	4:0.99861	
1 1:-0.0046703	2:-0.0046705	3:-0.0060128	4:-0.006013	
1 1:-0.00078258	2:-0.00078163	3:0.0011392	4:0.0011378	
1 1:0.98252	2:0.98235	3:-0.016871	4:-0.016869	
1 1:-365.7341	2:-0.16977	3:-363.8826	4:-0.16891	
1 1:-30.7489	2:-0.014212	3:-30.5857	4:-0.014136	
1 1:-6.4904	2:-1.7191	3:717.9304	4:190.1596	
1 1:-0.12482	2:-24.015	3:-0.12372	4:-23.8039	
1 1:-0.05653	2:-0.056596	3:-0.060233	4:-0.060304	
1 1:-11006.0151	2:-2987.5432	3:-11008.2142	4:-2988.1402	
1 1:-15.6212	2:-0.027899	3:-14.9313	4:-0.026667	
1 1:-86.3914	2:-22.2331	3:954.2699	4:245.5839	
1 1:-22.0505	2:-23.9791	3:-21.1881	4:-23.0413	
1 1:-69.5413	2:-0.078337	3:815.5714	4:0.91872	
1 1:-0.084411	2:-47.9685	3:-0.08474	4:-48.1552	
1 1:-140.784	2:-68.4335	3:-140.2532	4:-68.1755	
1 1:-258.8765	2:-50.1654	3:4005.9846	4:776.2841	
1 1:-8.1456	2:-0.013846	3:-9.0384	4:-0.015364	
1 1:1307.4345	2:192.6919	3:1308.8139	4:192.8952	
1 1:-0.010792	2:-2.106	3:0.97784	4:190.8206	
1 1:-82.7488	2:-0.068335	3:1125.3406	4:0.92932	
1 1:-207.5371	2:-0.063143	3:-207.6249	4:-0.06317	
1 1:-24.9983	2:-13.8108	3:-25.8982	4:-14.3079	
1 1:-24.693	2:-0.045046	3:-24.3302	4:-0.044384	
1 1:-68.4644	2:-75.5878	3:-68.7894	4:-75.9466	
1 1:-34.4503	2:-28.7415	3:-33.8267	4:-28.2213	
1 1:-17.5931	2:-46.0728	3:652.5184	4:1708.8171	
1 1:-177.4052	2:-53.1958	3:-180.5568	4:-54.1408	
1 1:-17.6289	2:-0.028786	3:-17.3199	4:-0.028281	
1 1:800.6181	2:0.96648	3:-24.3608	4:-0.029408	
1 1:-0.085626	2:-0.085595	3:0.90245	4:0.90213	
1 1:-193.0098	2:-77.4148	3:-201.2585	4:-80.7233	
1 1:3534.3824	2:899.0124	3:-216.6263	4:-55.1015	
1 1:2360.0946	2:1160.1637	3:-135.2203	4:-66.4709	
1 1:-73.8044	2:-63.2936	3:-73.414	4:-62.9588	
1 1:-17.5644	2:-0.021462	3:800.6597	4:0.97832	
1 1:-282.3594	2:-215.4375	3:-281.8787	4:-215.0707	
1 1:-3.8226	2:-3.486	3:-5.0905	4:-4.6422	
1 1:-137.2166	2:-22.2362	3:-142.3433	4:-23.067	
1 1:0.95491	2:226.7836	3:0.9552	4:226.8518	
1 1:-21.0971	2:-19.5151	3:-22.6585	4:-20.9594	
1 1:-0.011297	2:-0.011283	3:0.98888	4:0.98762	
1 1:236.6145	2:624.1278	3:-0.84094	4:-2.2182	
1 1:-0.021713	2:-17.6196	3:-0.021781	4:-17.6746	
1 1:-5.3578	2:-7.1126	3:-6.528	4:-8.6661	
1 1:-589.6648	2:-548.4383	3:-0.24414	4:-0.22707	
1 1:-5.0631	2:-3.711	3:-5.2984	4:-3.8835	
1 1:-54.4291	2:-0.07136	3:-53.7157	4:-0.070425	
1 1:-0.033561	2:-17.7679	3:-0.033419	4:-17.6927	
1 1:-128.8656	2:-43.7628	3:-124.7961	4:-42.3808	
1 1:0.99847	2:0.99996	3:0.99833	4:0.99983	
1 1:-0.0043225	2:-0.0043272	3:0.99236	4:0.99343	
1 1:1.1328	2:0.8098	3:1008.4752	4:720.9286	
1 1:1.5937	2:0.0023169	3:-0.60514	4:-0.00087975	
1 1:1133.7841	2:0.92986	3:-83.9145	4:-0.068821	
1 1:-11.6499	2:-13.1186	3:-11.9403	4:-13.4456	
1 1:-0.78022	2:-0.00077418	3:1005.6684	4:0.99788	
1 1:-4.4886	2:-0.0070002	3:636.5313	4:0.99269	
1 1:590.7369	2:0.92494	3:-47.4718	4:-0.074328	
1 1:-1.0003	2:-0.99895	3:-0.9952	4:-0.9939	
1 1:-0.58993	2:-0.15614	3:848.8737	4:224.672	
1 1:-3.2848	2:-4.4895	3:-3.1958	4:-4.3679	
1 1:-4.2139	2:-7.0609	3:-5.3921	4:-9.035	
1 1:-28.06	2:-27.9691	3:518.785	4:517.1048	
1 1:-0.098627	2:-65.4788	3:0.89993	4:597.4658	
1 1:-98.8466	2:-0.0767	3:-98.3941	4:-0.076349	
1 1:688.8531	2:1445.3831	3:-10.9041	4:-22.8796	
1 1:-13.879	2:-14.312	3:-14.0017	4:-14.4385	
1 1:-80.6509	2:-0.071825	3:1041.3884	4:0.92743	
1 1:-75.9149	2:-48.2216	3:-75.0858	4:-47.695	
1 1:-83.7255	2:-0.095111	3:-81.1903	4:-0.092231	
1 1:-6.6985	2:-6.6161	3:-7.7811	4:-7.6853	
1 1:-0.044128	2:-0.044088	3:0.95532	4:0.95446	
1 1:0.58417	2:0.38883	3:776.8354	4:517.0746	
1 1:0.38044	2:0.35431	3:2.2359	4:2.0823	
1 1:-2.0095	2:-0.92733	3:3.9226	4:1.8102	
1 1:-0.086189	2:-109.3912	3:0.90928	4:1154.0475	
1 1:-8.7669	2:-0.016399	3:523.9938	4:0.98019	
1 1:-197.2882	2:-0.11001	3:1587.0949	4:0.88502	
1 1:-35.6959	2:-39.3355	3:613.2516	4:675.7796	
1 1:-70.6935	2:-0.052945	3:-70.5285	4:-0.052821	
1 1:-0.19878	2:-0.00025347	3:-0.35423	4:-0.00045169	
1 1:-49.8179	2:-0.087401	3:-49.6182	4:-0.087051	
1 1:-14.1439	2:-0.06221	3:212.8443	4:0.93616	
1 1:-19.9898	2:-4.9148	3:-19.6381	4:-4.8284	
1 1:-54.3737	2:-15.9008	3:-53.8984	4:-15.7618	
1 1:0.96035	2:0.95888	3:0.9608	4:0.95933	
1 1:-2.606	2:-0.0046442	3:-2.6082	4:-0.0046481	
1 1:-260.9952	2:-105.62	3:-261.6793	4:-105.8968	
1 1:-0.0092078	2:-0.0092031	3:0.99054	4:0.99003	
1 1:-18.3826	2:-10.8942	3:-22.9974	4:-13.6291	
1 1:-0.21434	2:-0.00026265	3:-814.679	4:-0.99831	
1 1:-67.6938	2:-28.3993	3:-70.3442	4:-29.5112	
1 1:-0.02648	2:-0.026463	3:-0.026526	4:-0.026509	
1 1:-332.2232	2:-9.1544	3:-299.4245	4:-8.2506	
1 1:-17.2175	2:-35.5124	3:-16.2419	4:-33.5001	
1 1:-3.131	2:-4.5952	3:-2.7426	4:-4.0252	
1 1:-25.3417	2:-45.3465	3:-23.9216	4:-42.8054	
1 1:-10.6063	2:-16.4999	3:-10.6468	4:-16.563	
1 1:-0.13081	2:-0.00022206	3:588.7617	4:0.9995	
1 1:-2.3136	2:-1.815	3:-1.0207	4:-0.80076	
1 1:-39.5731	2:-14.0496	3:-38.2691	4:-13.5866	
1 1:351.0731	2:200.5699	3:-56.6862	4:-32.3851	
1 1:-98.6891	2:-94.4337	3:-97.1095	4:-92.9223	
1 1:12983.9512	2:6489.4603	3:-13.3775	4:-6.6862	
1 1:-110.4932	2:-44.2654	3:-111.3221	4:-44.5975	
1 1:-18.7507	2:-4.4372	3:-18.504	4:-4.3788	
1 1:-0.032647	2:-22.8322	3:0.96451	4:674.5589	
1 1:0.054897	2:0.074363	3:852.092	4:1154.2294	
1 1:846.1645	2:1001.5329	3:-18.4651	4:-21.8555	
1 1:69.4901	2:150.625	3:-10.7666	4:-23.3373	
1 1:-62.6799	2:-32.2977	3:-62.9096	4:-32.4161	
1 1:227.6442	2:0.99282	3:-1.5453	4:-0.0067396	
1 1:-0.0092817	2:-6.707	3:-0.009728	4:-7.0294	
1 1:-0.49847	2:-1.5917	3:254.2936	4:812.0053	
1 1:-34.7139	2:-80.0221	3:-34.9343	4:-80.5301	
1 1:-338.6067	2:-126.6048	3:-338.5902	4:-126.5986	
1 1:-0.99765	2:-546.4599	3:-0.99872	4:-547.0439	
1 1:0.00070378	2:0.00070361	3:1.0001	4:0.99985	
1 1:-7.8349e-05	2:-0.05381	3:0.999	4:686.1099	
1 1:1183.2625	2:672.8615	3:-38.0109	4:-21.6149	
1 1:-10.0856	2:-14.1789	3:-12.6369	4:-17.7657	
1 1:0.21022	2:0.20313	3:-0.012956	4:-0.012519	
1 1:-0.99864	2:-772.941	3:-0.99885	4:-773.1037	
1 1:0.98624	2:1006.4407	3:0.98598	4:1006.1777	
1 1:-89.4373	2:-206.8397	3:-90.1096	4:-208.3946	
1 1:-0.037765	2:-0.037744	3:-0.038654	4:-0.038632	
1 1:-42.1906	2:-32.5514	3:-42.2265	4:-32.5791	
1 1:-81.9132	2:-28.5866	3:-82.4187	4:-28.763	
1 1:-0.083508	2:-82.2707	3:-0.08247	4:-81.2477	
1 1:-0.011301	2:-0.011302	3:0.9877	4:0.98774	
1 1:6.0385	2:2.9545	3:1481.7477	4:724.989	
1 1:-1.5745	2:-0.15628	3:-0.38129	4:-0.037846	
1 1:-0.99907	2:-712.112	3:0.00086452	4:0.61621	
1 1:-193.0861	2:-112.3404	3:-194.6176	4:-113.2314	
1 1:-40.6393	2:-49.0582	3:820.9144	4:990.9751	
1 1:0.1836	2:0.078182	3:2.0927	4:0.89111	
1 1:-0.03584	2:-0.035849	3:-0.035531	4:-0.03554	
1 1:1.0861	2:0.53969	3:1.1363	4:0.56463	
1 1:-0.19478	2:-0.083778	3:1536.8268	4:661.0086	
1 1:-7.9454	2:-0.0070679	3:1114.5657	4:0.99147	
1 1:-6.4514	2:-3.1835	3:-4.2398	4:-2.0922	
1 1:-0.40885	2:-0.00029788	3:-0.014344	4:-1.0451e-05	
1 1:-0.020849	2:-0.020851	3:0.97866	4:0.97874	
1 1:-0.022446	2:-17.7006	3:-0.023752	4:-18.7303	
1 1:-404.0627	2:-158.5593	3:-403.0034	4:-158.1436	
1 1:0.93519	2:203.7247	3:-0.062194	4:-13.5486	
1 1:136.8428	2:90.347	3:-9.5277	4:-6.2904	
1 1:-29.4686	2:-19.0906	3:-31.6826	4:-20.5249	
1 1:-38.8035	2:-20.5923	3:-38.4755	4:-20.4183	
1 1:-72.4095	2:-52.5082	3:720.169	4:522.2352	
1 1:-23.3551	2:-13.3585	3:-22.7891	4:-13.0348	
1 1:-31.5119	2:-10.378	3:1606.5016	4:529.0799	
1 1:-34.6091	2:-0.043089	3:-31.1986	4:-0.038843	
1 1:0.9435	2:0.9434	3:-0.055937	4:-0.055932	
1 1:-0.82057	2:-0.00087882	3:-0.96755	4:-0.0010362	
1 1:-22.4622	2:-6.1627	3:-23.0846	4:-6.3335	
1 1:-55.7133	2:-0.10146	3:-57.5856	4:-0.10487	
1 1:0.96436	2:0.9646	3:-0.034536	4:-0.034545	
1 1:-7.4655	2:-7.8763	3:-7.1782	4:-7.5732	
1 1:2.1163	2:1.0441	3:-1750.7584	4:-863.7968	
1 1:-10.3844	2:-11.2926	3:162.8999	4:177.1468	
1 1:-0.051006	2:-35.7146	3:0.94739	4:663.3602	
1 1:-0.1164	2:-115.831	3:-0.11738	4:-116.8133	
1 1:-3.2982	2:-5.449	3:-3.2151	4:-5.3116	
1 1:-2.8789	2:-1.2086	3:7.9482	4:3.3369	
1 1:0.55513	2:0.00043285	3:-0.68796	4:-0.00053642	
1 1:-0.0032275	2:-1.7704	3:-0.0034339	4:-1.8837	
1 1:0.202	2:0.0002205	3:915.9119	4:0.99977	
1 1:-519.0881	2:-1176.8234	3:-518.6991	4:-1175.9415	
1 1:-0.0012985	2:-0.0012979	3:0.99778	4:0.99731	
1 1:-18.9111	2:-0.033805	3:540.4679	4:0.96613	
1 1:-0.99728	2:-882.7384	3:0.00017984	4:0.15919	
1 1:-0.070831	2:-0.070941	3:0.9243	4:0.92574	
1 1:-0.022279	2:-0.022271	3:-0.026715	4:-0.026704	
1 1:0.98683	2:0.98705	3:-0.010985	4:-0.010988	
1 1:0.93977	2:0.94015	3:-0.058255	4:-0.058279	
1 1:-94.7895	2:-34.6856	3:-95.381	4:-34.902	
1 1:-1.0002	2:-0.99929	3:-0.99859	4:-0.99764	
1 1:-310.9375	2:-176.1646	3:-310.8148	4:-176.0951	
1 1:-19.4636	2:-75.7089	3:-19.3739	4:-75.3597	
1 1:-6573.7482	2:-2146.908	3:-6576.7863	4:-2147.9002	
1 1:727.9226	2:576.7543	3:-0.90697	4:-0.71862	
1 1:-0.016614	2:-14.0642	3:-0.01717	4:-14.5348	
1 1:-5.6776	2:-6.8678	3:578.4061	4:699.6666	
1 1:-4.9471	2:-4.3284	3:-4.7775	4:-4.18	
1 1:1032.3959	2:0.99649	3:-1.5443	4:-0.0014905	
1 1:-30.7248	2:-22.4262	3:-32.5408	4:-23.7518	
1 1:-44.4369	2:-40.3972	3:-43.246	4:-39.3146	
1 1:0.91747	2:520.9402	3:0.91791	4:521.1925	
1 1:-0.33294	2:-0.55039	3:-0.60889	4:-1.0066	
1 1:1505.7867	2:2213.5837	3:-118.0507	4:-173.5406	
1 1:-12.0093	2:-29.4503	3:-11.1772	4:-27.4097	
1 1:-53.0138	2:-0.044603	3:-57.3661	4:-0.048265	
1 1:-56.6251	2:-46.8522	3:-64.3268	4:-53.2247	
1 1:-19.4521	2:-15.9875	3:-19.3634	4:-15.9146	
1 1:-20.5172	2:-12.358	3:-24.3889	4:-14.69	
1 1:-1441.5675	2:-526.532	3:-1441.059	4:-526.3463	
1 1:-15.3749	2:-6.9982	3:-14.8675	4:-6.7673	
1 1:0.99443	2:938.7661	3:-0.0034257	4:-3.2339	
1 1:-0.009054	2:-1.9773	3:-0.010561	4:-2.3064	
1 1:-15.5915	2:-2.9767	3:-14.15	4:-2.7015	
1 1:-36.8108	2:-0.061266	3:556.7063	4:0.92656	
1 1:-6.6464	2:-2.7983	3:-7.3645	4:-3.1006	
1 1:-1.0006	2:-582.5702	3:-0.0013585	4:-0.79094	
1 1:-0.20607	2:-0.10588	3:-1.0197	4:-0.52391	
1 1:-0.010012	2:-0.010005	3:0.98034	4:0.97962	
1 1:-18.0002	2:-11.2059	3:-14.4329	4:-8.9851	
1 1:-182.9267	2:-106.1045	3:-183.6154	4:-106.5039	
1 1:-35.8812	2:-15.3309	3:1236.0224	4:528.1121	
1 1:-78.9325	2:-160.3585	3:-78.9017	4:-160.296	
1 1:-8.8313	2:-0.011495	3:-9.0116	4:-0.011729	
1 1:-4.4637	2:-0.0031767	3:-3.7857	4:-0.0026942	
1 1:-111.6727	2:-160.1615	3:-112.3142	4:-161.0815	
1 1:-91.1449	2:-45.0435	3:-89.5454	4:-44.253	
1 1:570.3803	2:563.7037	3:571.0874	4:564.4026	
1 1:-0.94374	2:-1.6923	3:-1.1265	4:-2.02	
1 1:-49.5907	2:-58.9082	3:-49.1668	4:-58.4046	
1 1:-7.6972	2:-5.4031	3:-6.1928	4:-4.3471	
1 1:0.084373	2:9.9299e-05	3:0.23872	4:0.00028095	
1 1:2209.2361	2:465.0565	3:-398.8227	4:-83.9544	
1 1:-0.00020364	2:-0.00020352	3:0.00068208	4:0.00068168	
1 1:-1.7352	2:-3.5828	3:-1.8643	4:-3.8492	
1 1:-0.015856	2:-10.364	3:-0.014863	4:-9.715	
1 1:-143.4389	2:-32.1919	3:-143.0598	4:-32.1069	
1 1:-1580.3659	2:-0.9987	3:-1580.5561	4:-0.99882	
1 1:-6847.9534	2:-3253.2098	3:-6851.0886	4:-3254.6992	
1 1:-66.7951	2:-72.1503	3:-67.7219	4:-73.1514	
1 1:0.98216	2:535.2025	3:-0.018087	4:-9.8562	
1 1:-47.2647	2:-24.3419	3:-48.8071	4:-25.1363	
1 1:-0.82985	2:-0.90994	3:-0.095803	4:-0.10505	
1 1:-0.0021222	2:-0.0021226	3:-0.0031437	4:-0.0031443	
1 1:0.22167	2:0.00019557	3:-1.095	4:-0.00096603	
1 1:-818.3671	2:-781.9807	3:-820.5021	4:-784.0208	
1 1:-33.4671	2:-73.0256	3:-29.2243	4:-63.7679	
1 1:-2.6684	2:-1.6975	3:-3.3531	4:-2.1331	
1 1:-6.2368	2:-6.6225	3:-5.9687	4:-6.3378	
1 1:-0.0017936	2:-0.0017964	3:-0.0029507	4:-0.0029552	
1 1:-16.603	2:-8.6466	3:-16.1665	4:-8.4193	
1 1:0.70701	2:0.35922	3:1.5115	4:0.76798	
1 1:-15.1289	2:-27.7904	3:-15.8934	4:-29.1948	
1 1:-22.5446	2:-17.263	3:765.6892	4:586.3092	
1 1:-0.49509	2:-0.00038259	3:-1290.2969	4:-0.99708	
1 1:0.44949	2:0.087404	3:0.011142	4:0.0021665	
1 1:-0.0042719	2:-0.0042772	3:-0.0034526	4:-0.0034569	
1 1:-55.35	2:-36.0645	3:-57.6763	4:-37.5803	
1 1:556.7505	2:514.399	3:-4.7705	4:-4.4076	
1 1:-66.9404	2:-33.8714	3:-66.3981	4:-33.597	
1 1:-0.078761	2:-5.2281e-05	3:-0.34261	4:-0.00022742	
1 1:-5.3191	2:-7.1855	3:-7.0213	4:-9.4848	
1 1:-1643.1459	2:-644.2717	3:2.9835	4:1.1698	
1 1:-1021.6642	2:-851.2308	3:-1022.7587	4:-852.1428	
1 1:0.23066	2:0.23601	3:652.8828	4:668.0389	
1 1:2594.3374	2:2042.7953	3:-0.18475	4:-0.14547	
1 1:-4.9741	2:-3.2822	3:-4.851	4:-3.2009	
1 1:-18.3811	2:-17.9342	3:988.213	4:964.1839	
1 1:-0.057145	2:-53.0697	3:0.94169	4:874.5222	
1 1:-25.4953	2:-62.9291	3:212.1597	4:523.6648	
1 1:-54.2939	2:-32.283	3:-67.1574	4:-39.9316	
1 1:-24.0055	2:-0.13914	3:-22.1169	4:-0.12819	
1 1:-56.539	2:-114.5729	3:-57.6028	4:-116.7287	
1 1:566.8555	2:849.4121	3:566.8273	4:849.3698	
1 1:-0.053112	2:-0.053081	3:-0.055042	4:-0.055009	
1 1:953.4892	2:0.94668	3:-52.9862	4:-0.052608	
1 1:-5.4972	2:-7.4575	3:619.1046	4:839.8752	
1 1:-589.6785	2:-681.1278	3:-589.8651	4:-681.3433	
1 1:-136.4963	2:-265.4052	3:-135.7604	4:-263.9742	
1 1:0.93112	2:0.93053	3:0.93193	4:0.93134	
1 1:-20.3526	2:-0.020536	3:968.6325	4:0.97736	
1 1:-7.0077	2:-8.5263	3:511.8858	4:622.8078	
1 1:-2.5052	2:-0.0021669	3:-1.5862	4:-0.001372	
